"Workshop","Workstream","BusinessOwner","Priority","FitGapDecision","DecisionStatus","ScopeItem","TestScript","TenantEvidence","OpenQuestions","KeyValidation","RiskFlag","FollowUpAction","ProcessFamily","Source","Subprocess","AppId","AppName","AppType","Role","ReleaseAnchor","PublicCloud2602","Catalog","Component","UsageType","MexicoRelevant","SourceValidationStatus","SourceFile"
"P2P requisition, purchase order and approvals","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier confirmations","F5039","Manage Supplier Confirmations","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_CONF","MM-PUR-GF-CON","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P master data and supplier performance","Source-to-Pay / Procure-to-Pay","Procurement Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier delivery performance","F1664A","Supplier Evaluation by Time (Version 2)","Analytical","Strategic Buyer","S32PCE","Si","SAP_PRC_BC_PURCH_ANALYTICS","MM-FIO-PUR-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P master data and supplier performance","Source-to-Pay / Procure-to-Pay","Procurement Owner","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier evaluation","F1662A","Operational Supplier Evaluation (Version 2)","Analytical","Strategic Buyer","S32PCE","Si","SAP_PRC_BC_PURCH_ANALYTICS","MM-FIO-PUR-ANA","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P requisition, purchase order and approvals","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier evaluation response","F1576","Supplier Evaluation Response","Transactional","Strategic Buyer","S32PCE","Si","SAP_PRC_BC_CATEGORY_MGT","SLC-EVL","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P invoice verification and finance handoff","Source-to-Pay / Procure-to-Pay","Finance AP Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier invoice","F0859","Manage Supplier Invoices","Transactional","Accounts Payable Accountant - Procurement","S32PCE","Si","SAP_PRC_BC_INVOICER","MM-FIO-IV","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P invoice verification and finance handoff","Source-to-Pay / Procure-to-Pay","Process Owner + Security Lead","Medium","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier invoice fallback","MIRO","Create Supplier Invoice - Advanced","SAP GUI","Other","S32PCE","Si","SAP_PRC_BC_INVOICER","MM-IV-LIV","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P invoice verification and finance handoff","Source-to-Pay / Procure-to-Pay","Finance AP Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached; Mexico fiscal evidence validated","Mexico fiscal/audit review","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier invoice list","F1060A","Supplier Invoices List (Version 2)","Transactional","Accounts Payable Accountant - Procurement","S32PCE","Si","SAP_PRC_BC_INVOICER","MM-FIO-IV","Standard / curated","Review","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P master data and supplier performance","Source-to-Pay / Procure-to-Pay","Master Data Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier master","F1053A","Manage Supplier Master Data","Transactional","Master Data Specialist - Business Partner Data","S32PCE","Si","SAP_CMD_BC_SUPPLIER_MAINT","LO-MD-FIO-VM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"S2P sourcing, contracts and source determination","Source-to-Pay / Procure-to-Pay","Procurement Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Supplier quotations","F1991","Manage Supplier Quotations","Transactional","Purchaser","S32PCE","Si","SAP_PRC_BC_PURCHASER_PIR","MM-FIO-PUR-RFQ","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P receiving, inventory and logistics handoff","Source-to-Pay / Procure-to-Pay","Logistics Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Transfer stock cross-plant","F1957","Transfer Stock - Cross-Plant","Transactional","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_PROCESS","MM-FIO-IM-SGM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"P2P receiving, inventory and logistics handoff","Source-to-Pay / Procure-to-Pay","Logistics Owner","High","TBD - standard first","Open","TBD - validate against SAP Best Practices / tenant scope","TBD - link Cloud ALM / test evidence","Pending - app visibility, role/catalog and demo evidence required","Does the standard app cover the business scenario without extension or custom process change?","FARL deep link reviewed; Business role/catalog assigned in tenant; Launchpad space/page visible; Scope item confirmed; Demo script or test evidence attached","Standard validation","Review in workshop, capture decision owner, attach evidence, update decision status","Source-to-Pay / Procure-to-Pay","P2P/S2P","Transfer stock in plant","F1061","Transfer Stock - In Plant","Transactional","Warehouse Clerk","S32PCE","Si","SAP_MM_BC_IM_PROCESS","MM-FIO-IM-SGM","Standard / curated","No flagged","FARL sourced; tenant validation pending","docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
