"TraceabilityId","ProcessFamily","ProcessStage","ScopeItemCandidate","ScopeItemId","FioriAppId","FioriAppName","BusinessRole","BusinessCatalog","TechnicalCatalog","ApplicationComponent","ApiOrArtifactId","ApiOrArtifactType","ApiOrArtifactName","BtpService","BtpServicePlan","BtpMission","SignavioProcess","SignavioVariant","DeploymentModel","ReleaseAnchor","CountryOverlay","MexicoComplianceCue","SourceSystem","SourceUrl","SourceQuery","SourceRetrievedOn","EvidenceLevel","ValidationStatus","RefreshRequiredBeforeUse","OpenGaps","Owner","NextAction","Notes"
"SCI-TRACE-0405","Source-to-Pay / Procure-to-Pay","Business partner","Procurement analytics and spend control","TBD - validate in SAP Process Navigator / tenant","F3163","Manage Business Partner Master Data","Master Data Specialist - Business Partner Data","SAP_CMD_BC_BP_MAINT","TBD","LO-MD-BP","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3163","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0406","Source-to-Pay / Procure-to-Pay","Central contracts","Sourcing, supplier management and contracts","TBD - validate in SAP Process Navigator / tenant","F3144","Manage Central Purchase Contracts","Purchaser - Central Procurement","SAP_PRC_BC_PURCHASER_CPC","TBD","MM-PUR-HUB-CTR","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3144","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0407","Source-to-Pay / Procure-to-Pay","Comparacion cotizaciones","Sourcing, supplier management and contracts","TBD - validate in SAP Process Navigator / tenant","F2324","Compare Supplier Quotations","Purchaser","SAP_PRC_BC_PURCHASER_PIR","TBD","MM-PUR-RFQ","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2324","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0408","Source-to-Pay / Procure-to-Pay","Confirmacion recepcion","Goods receipt, service entry and logistics evidence","TBD - validate in SAP Process Navigator / tenant","F4489","Confirm Receipt of Goods-New","Others","SAP_PRC_BC_EMPLOYEE","TBD","MM-PUR-HUB-CNF","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F4489","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0409","Source-to-Pay / Procure-to-Pay","Contract leakage","Sourcing, supplier management and contracts","TBD - validate in SAP Process Navigator / tenant","F0572","Off-Contract Spend","Strategic Buyer","SAP_PRC_BC_PURCH_ANALYTICS","TBD","MM-FIO-PUR-ANA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0572","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0410","Source-to-Pay / Procure-to-Pay","Contratos","Sourcing, supplier management and contracts","TBD - validate in SAP Process Navigator / tenant","F1600A","Manage Purchase Contracts (Version 2)","Purchaser","SAP_PRC_BC_PURCHASER_PUC","TBD","MM-FIO-PUR-SQ-CON","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1600A","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0411","Source-to-Pay / Procure-to-Pay","ERS","Goods receipt, service entry and logistics evidence","TBD - validate in SAP Process Navigator / tenant","MRRL","Create Evaluated Receipt Settlement","Other","Without Catalog Assignment","TBD","MM-IV-LIV","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","MRRL","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0412","Source-to-Pay / Procure-to-Pay","Global spend analytics","Procurement analytics and spend control","TBD - validate in SAP Process Navigator / tenant","F3679","Global Purchasing Spend","Strategic Buyer","SAP_PRC_BC_PUR_CNTRL_ANA","TBD","MM-FIO-PUR-ANA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3679","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0413","Source-to-Pay / Procure-to-Pay","Goods movement fallback","Goods receipt, service entry and logistics evidence","TBD - validate in SAP Process Navigator / tenant","MIGO","Goods Movement, Post Goods Movement","Other","SAP_MM_BC_IM_PROCESS","TBD","MM-IM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","MIGO","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0414","Source-to-Pay / Procure-to-Pay","Goods receipt","Goods receipt, service entry and logistics evidence","TBD - validate in SAP Process Navigator / tenant","F0843","Post Goods Receipt for Purchasing Document","Warehouse Clerk","SAP_MM_BC_IM_GR_PROCESS","TBD","MM-FIO-IM-SGM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F0843","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0415","Source-to-Pay / Procure-to-Pay","Goods receipt sin referencia","Goods receipt, service entry and logistics evidence","TBD - validate in SAP Process Navigator / tenant","F3244","Post Goods Receipt without Reference","Warehouse Clerk","SAP_MM_BC_IM_GR_PROCESS","TBD","MM-FIO-IM-SGM","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F3244","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0416","Source-to-Pay / Procure-to-Pay","GR/IR clearing","Invoice management and AP handoff","TBD - validate in SAP Process Navigator / tenant","MR11","Clear GR/IR Accounts, Clear GR/IR Clearing Account","Other","SAP_SFIN_BC_IA_PER_GRIR","TBD","MM-IV-CA","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","MR11","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0417","Source-to-Pay / Procure-to-Pay","Info records","Procurement analytics and spend control","TBD - validate in SAP Process Navigator / tenant","F1982","Manage Purchasing Info Records","Purchaser","SAP_PRC_BC_PURCHASER_PIR","TBD","MM-FIO-PUR-IR","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Global","Not flagged","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F1982","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
"SCI-TRACE-0418","Source-to-Pay / Procure-to-Pay","Monitor supplier confirmations","Invoice management and AP handoff","TBD - validate in SAP Process Navigator / tenant","F2359","Monitor Supplier Confirmations","Purchaser","SAP_PRC_BC_PURCHASER_PO","TBD","MM-PUR-GF-MON","Not applicable - FARL refresh only","Not applicable","Not applicable","Not applicable - FARL refresh only","Not applicable","Not applicable","TBD - SCI-006 pending","TBD - SCI-006 pending","Public Cloud / Private Cloud Edition / On-Premise validation pending","S32PCE","Mexico","Audit / SoD / Mexico validation pending","FARL","https://fioriappslibrary.hana.ondemand.com/sap/fix/externalViewer/","F2359","2026-07-19","FARL sourced","Tenant validation pending","Yes, before project use or derived matrix refresh","Tenant activation, official scope item, business role/catalog, launchpad visibility, edition and licensing not confirmed","Procurement Owner","Validate app, role/catalog and scope item before client commitment","SourceFile=docs/deliverables/s4hana-fiori-p2p-s2p-app-inventory.md"
